VID,AdvNet,AnonPaymnt,AttSpam,ChildPriv,IPResell,DirMark,Card#Stolen,Unlisted#Phone,ConcerSec,ConcerSecEcom,InfImprovSite,IntPrivLaws,IntShop#LifeEasy,MassMails,AssumeAliases,SpamPolicy,PrivCom,SecAFactor,UseDemoOther,UserContDemo,ValueAnon,Important,Will#Charge
461,DSTRON,NEITHER,Read,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSOME,DSTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,?,Privacy,Yes
462,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSOME,No,No,Alittle,Very,ASTRON,ASTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Significant,NEITHER,ASTRON,ASOME,Convenience,Yes
463,NEITHER,ASTRON,Delete,NEITHER,DSOME,NEITHER,No,No,Very,Somewhat,NEITHER,ASOME,Yes,DSOME,ASTRON,Blacklist,ASTRON,Deciding,DSOME,ASOME,ASTRON,Privacy,Yes
464,DSTRON,NEITHER,Delete,DSTRON,DSTRON,DSTRON,No,No,Somewhat,Somewhat,DSTRON,DSTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Convenience,Yes
465,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSOME,No,No,Somewhat,Very,DSOME,ASOME,Yes,DSTRON,DSTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
466,DSTRON,?,?,ASTRON,DSTRON,DSTRON,Yes,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASOME,ASTRON,Privacy,Yes
467,DSTRON,NEITHER,Read,ASTRON,DSTRON,NEITHER,No,No,Very,Very,NEITHER,ASTRON,No,NEITHER,DSTRON,Nothing,ASTRON,Deciding,DSTRON,ASOME,NEITHER,Privacy,No
468,DSTRON,DSOME,Reply,ASOME,DSTRON,DSOME,No,Yes,Somewhat,Somewhat,ASTRON,ASOME,Yes,DSTRON,ASOME,Nothing,NEITHER,Deciding,ASOME,ASOME,ASOME,Privacy,Yes
469,DSTRON,ASOME,Delete,ASTRON,DSOME,DSTRON,No,No,Somewhat,Very,ASOME,ASOME,No,DSTRON,ASTRON,GovControl,ASOME,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
470,DSTRON,ASTRON,Other,DSOME,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,ASTRON,No,DSTRON,ASTRON,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
471,NEITHER,NEITHER,Delete,ASOME,DSOME,ASOME,No,No,Alittle,Very,ASOME,ASOME,Yes,ASOME,NEITHER,Nothing,ASOME,Small,ASOME,ASOME,ASOME,Privacy,Yes
472,DSTRON,ASTRON,Delete,DSOME,DSOME,DSOME,No,No,Alittle,Alittle,?,DSOME,Yes,DSOME,ASOME,Blacklist,ASTRON,Significant,DSOME,ASTRON,?,Convenience,No
473,DSTRON,ASTRON,Delete,ASTRON,DSOME,DSTRON,No,No,Very,Very,ASOME,DSTRON,Yes,DSTRON,ASOME,GovControl,ASTRON,Deciding,DSTRON,DSTRON,ASTRON,Privacy,No
474,NEITHER,NEITHER,Delete,ASOME,DSTRON,DSOME,No,Yes,Alittle,Alittle,NEITHER,NEITHER,Yes,DSTRON,NEITHER,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
475,?,NEITHER,Delete,?,DSTRON,DSTRON,No,No,Somewhat,Very,DSOME,ASOME,No,DSTRON,DSTRON,Registry,DSOME,Significant,DSTRON,ASOME,ASOME,Privacy,No
476,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,Yes,Yes,Very,Very,DSTRON,DSTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Significant,DSOME,DSTRON,ASTRON,Privacy,No
477,DSTRON,ASOME,Delete,DSOME,DSOME,DSOME,No,No,NotAtAll,Somewhat,ASOME,DSTRON,Yes,DSOME,?,Nothing,ASTRON,Small,ASOME,ASOME,?,Convenience,Yes
478,NEITHER,ASTRON,Delete,DSTRON,DSOME,ASOME,Yes,No,Very,Very,ASTRON,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASOME,ASTRON,Privacy,No
479,DSTRON,?,Delete,ASOME,DSTRON,DSTRON,No,Yes,NotAtAll,Very,NEITHER,NEITHER,Yes,DSTRON,ASTRON,Registry,ASOME,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
480,NEITHER,ASTRON,Other,ASTRON,ASTRON,DSOME,No,No,Very,Very,ASTRON,ASTRON,Yes,DSOME,ASTRON,?,ASTRON,Significant,ASTRON,ASOME,ASOME,Convenience,Yes
481,DSTRON,ASTRON,?,ASTRON,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,?,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
482,DSTRON,ASOME,Delete,ASOME,DSOME,DSOME,No,No,Somewhat,Somewhat,DSOME,DSOME,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
483,DSTRON,ASTRON,Delete,DSTRON,NEITHER,NEITHER,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Other,ASTRON,Significant,NEITHER,ASTRON,ASTRON,Privacy,Yes
484,DSOME,ASTRON,Delete,ASOME,ASOME,DSTRON,No,No,Alittle,Alittle,ASOME,ASOME,Yes,DSTRON,DSOME,Nothing,ASTRON,Significant,NEITHER,NEITHER,ASOME,Convenience,Yes
485,DSTRON,ASOME,?,ASOME,DSTRON,DSTRON,No,No,Alittle,Alittle,DSOME,ASOME,No,DSTRON,NEITHER,Blacklist,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,No
486,DSTRON,ASTRON,?,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,?,ASTRON,Yes,DSTRON,?,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
487,DSTRON,ASTRON,Retaliate,ASTRON,DSTRON,DSTRON,No,No,Very,Very,NEITHER,ASTRON,No,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,No
488,DSOME,ASTRON,?,DSTRON,DSTRON,DSOME,No,Yes,Very,Very,ASOME,DSTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
489,DSTRON,ASOME,Delete,ASOME,DSTRON,DSTRON,No,No,Alittle,Alittle,ASOME,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSOME,ASOME,ASTRON,Convenience,Yes
490,DSOME,NEITHER,Delete,ASTRON,DSTRON,DSOME,Yes,No,Very,Somewhat,DSOME,ASTRON,Yes,DSTRON,NEITHER,Other,ASTRON,Significant,ASOME,ASOME,ASTRON,Privacy,Yes
491,DSTRON,NEITHER,Delete,DSTRON,DSOME,DSTRON,No,No,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASOME,Fee,ASTRON,Deciding,DSOME,ASTRON,ASOME,Privacy,Yes
492,DSTRON,ASTRON,Reply,NEITHER,DSTRON,DSTRON,No,No,Very,Very,NEITHER,NEITHER,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
493,DSTRON,ASOME,Delete,NEITHER,DSTRON,ASOME,Yes,No,Somewhat,Very,ASTRON,DSTRON,Yes,DSTRON,DSTRON,Registry,ASOME,Deciding,DSTRON,DSTRON,ASTRON,Privacy,Yes
494,DSTRON,NEITHER,?,ASOME,DSTRON,DSTRON,No,No,Very,Somewhat,ASOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
495,ASTRON,?,Reply,ASTRON,DSTRON,DSTRON,Yes,No,ShouldButNo,ShouldButNo,ASOME,ASOME,Yes,DSTRON,DSOME,Registry,ASTRON,Significant,DSTRON,ASOME,ASOME,Convenience,Yes
496,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,No,Somewhat,NotAtAll,ASOME,DSTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
497,DSTRON,ASOME,Reply,ASOME,DSTRON,DSTRON,Yes,No,Very,Somewhat,DSOME,ASOME,Yes,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Convenience,Yes
498,DSTRON,NEITHER,?,ASOME,ASOME,DSOME,No,No,Very,Very,ASOME,ASOME,Yes,DSOME,ASTRON,Registry,ASOME,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
499,DSTRON,ASTRON,Reply,DSTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
500,DSTRON,?,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Somewhat,Somewhat,ASTRON,ASOME,Yes,DSTRON,DSOME,Blacklist,ASOME,Significant,DSTRON,ASTRON,NEITHER,Privacy,Yes
501,DSTRON,ASTRON,?,ASTRON,DSTRON,DSTRON,No,No,Alittle,Very,NEITHER,ASTRON,Yes,DSTRON,ASTRON,?,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
502,DSTRON,?,?,?,DSTRON,DSOME,No,No,Somewhat,Very,ASOME,?,Yes,?,DSTRON,Registry,ASTRON,Significant,DSOME,ASTRON,?,Privacy,Yes
503,DSTRON,NEITHER,Delete,ASTRON,DSTRON,NEITHER,No,No,Very,Alittle,ASOME,ASTRON,Yes,DSTRON,NEITHER,Blacklist,ASTRON,Significant,DSTRON,NEITHER,ASOME,Privacy,Yes
504,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,NEITHER,Registry,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
505,DSTRON,ASTRON,Other,NEITHER,DSTRON,DSTRON,No,No,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
506,ASTRON,ASTRON,Delete,ASTRON,ASTRON,NEITHER,No,No,Somewhat,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
507,DSTRON,ASOME,Delete,ASTRON,DSOME,DSOME,No,No,Alittle,Alittle,ASOME,ASOME,Yes,DSTRON,ASOME,Blacklist,ASTRON,Significant,DSOME,ASTRON,ASTRON,Convenience,Yes
508,DSOME,DSTRON,Delete,ASTRON,DSOME,DSTRON,Yes,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,NEITHER,GovControl,ASTRON,Small,ASTRON,ASTRON,ASOME,Privacy,No
509,DSTRON,ASTRON,?,ASOME,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,ASTRON,No,DSTRON,ASTRON,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
510,DSOME,ASOME,Delete,ASTRON,NEITHER,DSTRON,No,No,Somewhat,Very,NEITHER,ASOME,Yes,DSTRON,ASOME,GovControl,ASOME,Significant,ASOME,ASOME,ASTRON,Privacy,Yes
511,DSTRON,ASTRON,Delete,DSOME,DSTRON,DSTRON,No,No,Alittle,NotAtAll,NEITHER,ASOME,Yes,DSTRON,ASTRON,GovControl,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
512,DSTRON,NEITHER,Reply,NEITHER,DSTRON,DSTRON,No,No,Alittle,NotAtAll,DSOME,NEITHER,Yes,DSTRON,ASOME,Registry,ASOME,Significant,DSTRON,ASOME,ASOME,Convenience,Yes
513,DSOME,ASTRON,Delete,DSTRON,DSOME,NEITHER,Yes,No,Alittle,Somewhat,ASOME,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSOME,ASOME,ASOME,Privacy,Yes
514,DSTRON,ASOME,Reply,DSTRON,DSTRON,DSOME,Yes,No,Very,Somewhat,ASTRON,ASTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
515,DSTRON,NEITHER,Delete,NEITHER,DSOME,DSOME,Yes,No,Very,Very,NEITHER,ASTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
516,DSTRON,ASTRON,Reply,DSTRON,DSTRON,DSTRON,No,No,Very,Somewhat,DSTRON,ASTRON,Yes,DSTRON,NEITHER,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
517,DSTRON,NEITHER,?,ASTRON,DSTRON,DSTRON,No,Yes,Somewhat,Very,DSTRON,NEITHER,No,DSTRON,NEITHER,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
518,DSOME,ASTRON,Delete,ASTRON,DSTRON,DSOME,Yes,Yes,Very,Very,NEITHER,ASTRON,Yes,DSTRON,NEITHER,Other,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
519,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSOME,Yes,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
520,DSTRON,ASOME,Retaliate,DSOME,DSTRON,DSTRON,No,Yes,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
521,DSTRON,ASTRON,?,DSTRON,DSTRON,NEITHER,Yes,Yes,Very,Very,ASTRON,NEITHER,Yes,DSOME,NEITHER,Registry,ASTRON,Deciding,NEITHER,ASOME,ASTRON,Privacy,No
522,NEITHER,NEITHER,?,ASTRON,DSTRON,NEITHER,No,Yes,Very,Very,ASTRON,ASTRON,Yes,NEITHER,NEITHER,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
523,DSOME,ASOME,Retaliate,ASTRON,DSTRON,DSOME,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,NEITHER,Blacklist,NEITHER,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
524,DSTRON,NEITHER,Delete,DSTRON,DSTRON,DSOME,No,No,Very,Very,DSTRON,DSTRON,Yes,ASOME,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
525,DSTRON,ASOME,?,DSTRON,DSTRON,DSOME,No,No,Very,Very,DSOME,DSTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,ASOME,ASTRON,ASOME,Privacy,Yes
526,DSTRON,NEITHER,Delete,ASTRON,DSTRON,NEITHER,No,No,Somewhat,Very,ASOME,NEITHER,Yes,DSTRON,ASOME,GovControl,ASTRON,Deciding,DSTRON,ASOME,ASTRON,Privacy,Yes
527,DSOME,NEITHER,?,DSTRON,DSOME,DSTRON,No,No,Very,Very,ASOME,ASTRON,No,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,No
528,ASOME,ASTRON,Retaliate,NEITHER,NEITHER,DSOME,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASTRON,Fee,ASTRON,Significant,NEITHER,ASOME,ASTRON,Privacy,Yes
529,ASOME,ASOME,Delete,ASOME,ASOME,ASOME,No,No,Alittle,Alittle,ASOME,ASOME,Yes,DSTRON,ASOME,GovControl,ASTRON,Small,ASOME,ASTRON,NEITHER,Convenience,Yes
530,DSTRON,ASTRON,Delete,DSTRON,DSTRON,ASTRON,No,No,Alittle,Somewhat,DSTRON,ASOME,Yes,DSOME,?,Fee,ASTRON,None,DSOME,ASTRON,ASTRON,Privacy,Yes
531,NEITHER,NEITHER,Delete,DSOME,DSTRON,NEITHER,No,No,Somewhat,Somewhat,ASOME,DSTRON,No,DSOME,NEITHER,Registry,ASTRON,Small,ASOME,ASTRON,NEITHER,Convenience,Yes
532,DSTRON,NEITHER,?,ASOME,DSTRON,DSTRON,No,No,Very,Very,?,ASOME,Yes,DSTRON,?,?,ASOME,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
533,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASOME,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
534,DSTRON,ASTRON,Reply,ASTRON,DSTRON,DSTRON,No,No,Very,Very,DSTRON,DSTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
535,DSOME,NEITHER,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Somewhat,NEITHER,ASTRON,No,DSTRON,NEITHER,?,ASTRON,Significant,DSTRON,ASTRON,NEITHER,Privacy,No
536,DSOME,NEITHER,Delete,DSTRON,ASOME,DSOME,No,No,Very,Somewhat,ASOME,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Small,ASOME,ASOME,ASTRON,Convenience,Yes
537,DSTRON,ASOME,Retaliate,ASOME,DSTRON,DSOME,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASOME,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
538,NEITHER,ASOME,Delete,ASTRON,DSTRON,NEITHER,No,Yes,Somewhat,Somewhat,ASTRON,ASOME,No,DSOME,DSOME,Registry,ASTRON,Significant,NEITHER,ASTRON,NEITHER,Privacy,Yes
539,DSTRON,NEITHER,Delete,ASOME,DSOME,DSOME,No,No,Somewhat,Alittle,ASOME,DSOME,Yes,DSTRON,NEITHER,Other,ASTRON,Small,DSOME,ASTRON,ASOME,Convenience,Yes
540,DSTRON,?,?,ASTRON,DSTRON,NEITHER,No,Yes,Very,Alittle,NEITHER,ASTRON,No,DSTRON,?,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
541,DSTRON,ASOME,Delete,ASOME,DSTRON,DSOME,No,No,Very,Very,ASOME,DSOME,Yes,DSOME,DSOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
542,DSTRON,DSTRON,Delete,DSOME,NEITHER,NEITHER,No,Yes,Very,Very,ASTRON,ASOME,Yes,DSOME,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
543,DSTRON,NEITHER,?,ASTRON,DSTRON,DSTRON,No,No,Very,Very,?,ASOME,Yes,DSTRON,DSTRON,Nothing,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
544,DSTRON,ASOME,Delete,ASOME,DSTRON,ASOME,No,No,NotAtAll,NotAtAll,ASOME,ASOME,Yes,DSTRON,ASTRON,Fee,ASTRON,Small,DSTRON,ASTRON,ASTRON,Privacy,Yes
545,ASOME,?,Delete,NEITHER,ASTRON,DSOME,No,No,NotAtAll,NotAtAll,ASTRON,DSOME,Yes,DSOME,NEITHER,Registry,NEITHER,Small,ASTRON,DSOME,NEITHER,Convenience,Yes
546,DSTRON,ASOME,Reply,NEITHER,ASOME,ASTRON,No,No,Alittle,Alittle,ASOME,DSOME,Yes,DSTRON,ASTRON,Other,ASTRON,Small,ASOME,ASTRON,ASTRON,Privacy,Yes
547,DSTRON,ASOME,Reply,ASOME,DSTRON,DSTRON,Yes,Yes,Somewhat,Somewhat,ASOME,ASOME,No,DSTRON,ASOME,Registry,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
548,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSOME,No,No,Somewhat,Very,NEITHER,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
549,DSTRON,NEITHER,Delete,ASOME,DSTRON,NEITHER,No,No,Very,Very,ASOME,ASTRON,Yes,DSOME,ASTRON,?,ASTRON,Deciding,DSOME,ASOME,ASOME,Privacy,Yes
550,DSTRON,NEITHER,Delete,ASOME,ASOME,ASOME,No,No,Somewhat,Somewhat,ASOME,NEITHER,Yes,NEITHER,ASOME,Other,ASTRON,Small,ASOME,ASTRON,ASTRON,Privacy,Yes
551,DSTRON,ASOME,Delete,DSOME,DSTRON,DSTRON,No,No,Somewhat,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Convenience,Yes
552,DSTRON,NEITHER,Delete,ASOME,DSOME,DSOME,No,No,Somewhat,Somewhat,NEITHER,ASOME,Yes,DSTRON,NEITHER,Fee,ASTRON,Significant,DSOME,ASOME,ASOME,Convenience,Yes
553,DSTRON,?,Delete,DSOME,DSTRON,DSTRON,Yes,Yes,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
554,DSOME,ASOME,Delete,ASOME,DSOME,DSOME,No,No,Alittle,Alittle,ASOME,?,Yes,DSTRON,?,Registry,ASTRON,Small,DSOME,ASTRON,ASTRON,Convenience,Yes
555,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
556,ASTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,No,Alittle,Very,NEITHER,ASOME,Yes,DSTRON,ASOME,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
557,DSTRON,ASTRON,Retaliate,ASOME,DSTRON,DSTRON,Yes,No,Very,Very,NEITHER,ASTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,NEITHER,Privacy,No
558,DSTRON,?,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,No,DSTRON,ASTRON,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
559,DSTRON,NEITHER,Read,ASTRON,DSTRON,ASOME,No,No,Very,Very,ASTRON,ASOME,Yes,ASOME,NEITHER,Registry,ASTRON,Significant,DSTRON,ASTRON,NEITHER,Privacy,No
560,DSTRON,ASOME,Other,NEITHER,NEITHER,ASOME,No,Yes,Alittle,Somewhat,ASOME,DSOME,Yes,DSTRON,NEITHER,Nothing,ASOME,Small,DSOME,ASOME,ASOME,Convenience,Yes
561,DSTRON,?,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,No,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
562,DSTRON,ASTRON,Delete,ASOME,DSTRON,DSTRON,Yes,No,Very,Very,DSTRON,DSTRON,No,DSTRON,?,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,No
563,DSTRON,?,Delete,?,DSTRON,DSTRON,No,Yes,Very,Very,NEITHER,ASTRON,Yes,DSTRON,ASTRON,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
564,DSTRON,?,Delete,NEITHER,DSTRON,ASOME,Yes,Yes,ShouldButNo,Somewhat,NEITHER,NEITHER,Yes,DSTRON,?,GovControl,?,Deciding,ASOME,NEITHER,ASTRON,Privacy,No
565,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSOME,No,No,Very,Somewhat,ASTRON,DSTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,No
566,NEITHER,NEITHER,Delete,?,NEITHER,DSTRON,No,No,NotAtAll,NotAtAll,NEITHER,DSTRON,Yes,ASTRON,DSOME,Other,NEITHER,None,DSTRON,ASOME,DSOME,Convenience,Yes
567,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASOME,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
568,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Somewhat,Very,DSTRON,NEITHER,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
569,NEITHER,DSTRON,Delete,ASOME,DSOME,DSOME,No,No,ShouldButNo,Alittle,ASTRON,DSTRON,Yes,DSTRON,ASOME,GovControl,ASOME,Significant,DSOME,ASOME,NEITHER,Convenience,Yes
570,DSTRON,ASTRON,?,ASOME,DSTRON,NEITHER,No,No,Alittle,Somewhat,ASTRON,ASTRON,Yes,DSOME,ASTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
571,DSTRON,NEITHER,Delete,ASOME,DSTRON,ASOME,No,Yes,Somewhat,Very,DSTRON,DSTRON,Yes,ASOME,ASTRON,Other,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Convenience,Yes
572,NEITHER,ASOME,Delete,DSTRON,NEITHER,DSTRON,No,No,NotAtAll,NotAtAll,ASOME,DSTRON,Yes,DSTRON,NEITHER,Fee,ASOME,None,DSTRON,ASTRON,NEITHER,Convenience,Yes
573,DSTRON,ASOME,Other,ASTRON,DSTRON,DSOME,No,No,Alittle,Somewhat,ASOME,ASTRON,Yes,DSTRON,DSOME,Registry,ASTRON,Significant,DSOME,ASOME,ASOME,Convenience,Yes
574,DSTRON,NEITHER,?,ASTRON,DSOME,DSTRON,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASTRON,NEITHER,Privacy,Yes
575,DSTRON,ASTRON,Delete,DSTRON,ASOME,DSTRON,No,No,Alittle,Alittle,ASOME,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
576,DSTRON,ASTRON,Delete,DSTRON,DSOME,NEITHER,No,No,Very,Very,ASOME,NEITHER,Yes,NEITHER,NEITHER,Nothing,ASTRON,Significant,DSOME,ASTRON,ASOME,Privacy,Yes
577,DSTRON,?,Delete,ASOME,DSOME,DSOME,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASOME,ASOME,Privacy,No
578,DSTRON,NEITHER,Delete,ASOME,DSTRON,DSTRON,No,No,Very,Alittle,DSOME,ASTRON,Yes,DSTRON,DSOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
579,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Very,NEITHER,ASTRON,Yes,DSTRON,NEITHER,Registry,ASOME,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
580,NEITHER,NEITHER,Delete,ASTRON,DSTRON,DSOME,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSOME,DSOME,Nothing,NEITHER,Significant,DSTRON,ASTRON,ASOME,Privacy,No
581,NEITHER,ASOME,Delete,DSOME,NEITHER,NEITHER,No,No,Alittle,Alittle,ASOME,NEITHER,Yes,DSTRON,ASTRON,Registry,NEITHER,Small,ASOME,ASOME,ASTRON,Convenience,Yes
582,DSOME,ASOME,Read,DSTRON,DSOME,ASOME,No,No,Alittle,Alittle,ASOME,DSOME,Yes,ASOME,DSOME,Nothing,ASOME,Deciding,DSOME,ASOME,ASOME,Convenience,Yes
